Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i
2002,SPRINGFIELD,RED SPRING WHEAT,SUPERB (BW252),4,924,1.183,7,76
2002,SPRINGFIELD,SOYBEANS,ACCORD <ADVANTAGE>,4,953,0.782,7,76
2002,SPRINGFIELD,SOYBEANS,GENTLEMAN <CEROM>,5,520,0.985,7,76
2002,SPRINGFIELD,WINTER WHEAT,CDC FALCON,9,2456,1.548,7,76
2002,ST. ANDREWS,ALFALFA,COMMON (DELETED),5,1016,2.151,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),18,4896,0.7,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),15,3344,0.7,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),5,1477,0.682,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),8,3244,0.725,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,34-55(DKL) (RT),10,2663,0.694,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",6,1485,0.769,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,4,539,0.523,7,77
2002,ST. ANDREWS,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),10,2131,0.782,7,77
2002,ST. ANDREWS,BARLEY,AC LACOMBE (BT 634),3,744,1.581,7,77
2002,ST. ANDREWS,BARLEY,CDC STRATUS (TR 128),15,2305,1.041,7,77
2002,ST. ANDREWS,BARLEY,ROBUST,13,2149,1.097,7,77
2002,ST. ANDREWS,FLAX,AC EMERSON (FP 935),4,635,0.574,7,77
2002,ST. ANDREWS,FLAX,CDC BETHUNE (FP1026),6,592,0.434,7,77
2002,ST. ANDREWS,FLAX,NORLIN,5,1355,0.381,7,77
2002,ST. ANDREWS,FLAX,TAURUS (FP1092),4,529,0.413,7,77
2002,ST. ANDREWS,OATS,AC ASSINIBOIA (OT 275),26,5244,1.4,7,77
2002,ST. ANDREWS,OATS,PINNACLE,12,1942,1.19,7,77
2002,ST. ANDREWS,OATS,RIEL,6,540,1.037,7,77
2002,ST. ANDREWS,OATS,TRIPLE CROWN (OT 541),15,2517,1.152,7,77
2002,ST. ANDREWS,RED SPRING WHEAT,AC BARRIE (BW 661),66,20677,0.973,7,77
2002,ST. ANDREWS,RED SPRING WHEAT,AC CADILLAC (BW 689),4,624,0.813,7,77
2002,ST. ANDREWS,RED SPRING WHEAT,MCKENZIE (BW 205),3,1591,1.214,7,77
2002,ST. ANDREWS,SOYBEANS,GENTLEMAN <CEROM>,7,880,0.697,7,77
2002,ST. CLEMENTS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),7,1425,0.752,7,78
2002,ST. CLEMENTS,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),6,1009,0.855,7,78
2002,ST. CLEMENTS,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),11,3246,0.903,7,78
2002,ST. CLEMENTS,ARGENTINE CANOLA,45A77 (NS3233)(ST),5,1048,0.883,7,78
2002,ST. CLEMENTS,BARLEY,CDC STRATUS (TR 128),9,2367,1.255,7,78
2002,ST. CLEMENTS,OATS,AC ASSINIBOIA (OT 275),34,6280,1.3,7,78
2002,ST. CLEMENTS,OATS,PINNACLE,6,852,1.318,7,78
2002,ST. CLEMENTS,OATS,TRIPLE CROWN (OT 541),7,599,1.295,7,78
2002,ST. CLEMENTS,RED SPRING WHEAT,AC BARRIE (BW 661),41,8914,1.039,7,78
2002,ST. CLEMENTS,RED SPRING WHEAT,AC DOMAIN (BW 148),5,543,0.978,7,78
2002,ST. CLEMENTS,SOYBEANS,GENTLEMAN <CEROM>,4,648,0.971,7,78
2002,ST. FRANCIS XAVIER,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),8,2019,0.821,7,79
2002,ST. FRANCIS XAVIER,ARGENTINE CANOLA,LBD799RR (USA799RR) (RT),3,551,0.851,7,79
2002,ST. FRANCIS XAVIER,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),7,1178,0.893,7,79
2002,ST. FRANCIS XAVIER,ARGENTINE CANOLA,34-55(DKL) (RT),10,2394,0.72,7,79
2002,ST. FRANCIS XAVIER,BARLEY,AC METCALFE (TR 232),6,1125,1.415,7,79
2002,ST. FRANCIS XAVIER,CANARYSEED,KEET,5,2088,0.362,7,79
2002,ST. FRANCIS XAVIER,FLAX,CDC BETHUNE (FP1026),8,1224,0.663,7,79
2002,ST. FRANCIS XAVIER,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,3,564,0.784,7,79
2002,ST. FRANCIS XAVIER,OATS,AC ASSINIBOIA (OT 275),17,4322,1.462,7,79
2002,ST. FRANCIS XAVIER,OATS,PINNACLE,5,563,1.744,7,79
2002,ST. FRANCIS XAVIER,OATS,RIEL,3,976,1.709,7,79
2002,ST. FRANCIS XAVIER,OATS,TRIPLE CROWN (OT 541),7,1805,1.452,7,79
2002,ST. FRANCIS XAVIER,RED SPRING WHEAT,AC BARRIE (BW 661),28,8305,1.185,7,79
2002,ST. FRANCIS XAVIER,WINTER WHEAT,CDC CLAIR,3,1005,1.741,7,79
2002,ST. FRANCIS XAVIER,WINTER WHEAT,CDC FALCON,5,1495,1.719,7,79
2002,ST. LAURENT,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),4,520,1.243,7,80
2002,ST. LAURENT,NATIVE HAY,NO VAR (TYPE UNKNOWN),4,1800.7,0.215,7,80
2002,STANLEY,ALFALFA,COMMON (DELETED),14,668,2.104,7,81
2002,STANLEY,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),5,1033,0.697,7,81
2002,STANLEY,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),5,564,0.715,7,81
2002,STANLEY,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),8,529,0.738,7,81
2002,STANLEY,ARGENTINE CANOLA,34-55(DKL) (RT),12,1948,0.485,7,81
2002,STANLEY,ARGENTINE CANOLA,45A55 (NS3154) (RT),38,3830,0.602,7,81
2002,STANLEY,ARGENTINE CANOLA,45A77 (NS3233)(ST),17,1811,0.545,7,81
2002,STANLEY,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),4,694,0.501,7,81
2002,STANLEY,BARLEY,CDC STRATUS (TR 128),16,1848,0.988,7,81
2002,STANLEY,BARLEY,ROBUST,34,3294,1.187,7,81
2002,STANLEY,BLACK BEANS,AC HARBLACK,58,5334,0.889,7,81
2002,STANLEY,BUCKWHEAT,KOTO,6,869,0.271,7,81
2002,STANLEY,BUCKWHEAT,MANCAN,8,669,0.388,7,81
2002,STANLEY,CRANBERRY BEANS,MESSINA (ROG 912),9,1037,0.781,7,81
2002,STANLEY,FLAX,AC EMERSON (FP 935),7,646,0.36,7,81
2002,STANLEY,FLAX,AC MCDUFF,6,750,0.537,7,81
2002,STANLEY,FLAX,CDC BETHUNE (FP1026),14,1783,0.37,7,81
2002,STANLEY,GRAIN CORN,DEKALB DKC27-12 (RT),9,565,2.647,7,81
2002,STANLEY,GRAIN CORN,DEKALB DKC27-15 (RT)(BT),11,651,2.442,7,81
2002,STANLEY,GRAIN CORN,HL 2222 <HYLAND>,13,778,2.758,7,81
2002,STANLEY,GRAIN CORN,PIONEER 39R34 (BT),8,523,2.784,7,81
2002,STANLEY,GRAIN CORN,PIONEER 39R62,7,824,2.762,7,81
2002,STANLEY,GRAIN CORN,PIONEER 39T68,15,1459,2.696,7,81
2002,STANLEY,GRAIN CORN,PIONEER 3941(X0804G),3,705,2.921,7,81
2002,STANLEY,GRAIN CORN,39M27 <PIONEER> (BT),32,3363,2.73,7,81
2002,STANLEY,KIDNEY BEANS,FOXFIRE,6,875,0.808,7,81
2002,STANLEY,NON-OIL SUNFLOWERS,INTERSTATE IS 8048,15,1789,0.575,7,81
2002,STANLEY,NON-OIL SUNFLOWERS,MYCOGEN 9338,10,1567,0.533,7,81
2002,STANLEY,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,22,2558,0.673,7,81
2002,STANLEY,OATS,AC ASSINIBOIA (OT 275),36,3631,0.898,7,81
2002,STANLEY,OATS,RIEL,12,659,1.176,7,81
2002,STANLEY,OATS,TRIPLE CROWN (OT 541),20,1936.5,1.061,7,81
2002,STANLEY,OIL SUNFLOWERS,P63A70 <PIONEER>,10,963,0.54,7,81
2002,STANLEY,OTH DRY EDIBLE BEANS,BERNA,5,992,0.532,7,81
2002,STANLEY,OTH DRY EDIBLE BEANS,MATTERHORN,4,675,0.979,7,81
2002,STANLEY,OTH DRY EDIBLE BEANS,ROG 312,8,718,0.882,7,81
2002,STANLEY,PINTO BEANS,AC PINTOBA (HR 55),33,4357.2,0.886,7,81
2002,STANLEY,PINTO BEANS,CDC PINTIUM (93708),5,755,0.785,7,81
2002,STANLEY,PINTO BEANS,MAVERICK,10,1619,1.024,7,81
2002,STANLEY,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),13,2162,8.058,7,81
2002,STANLEY,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),8,2354,8.27,7,81
2002,STANLEY,PROC POTATOES-IRRIG,SHEPODY,6,536,10.662,7,81
2002,STANLEY,RED MEXICAN BEANS,AC EARLIRED,3,753,0.991,7,81
2002,STANLEY,RED SPRING WHEAT,AC BARRIE (BW 661),115,18082,1.068,7,81
2002,STANLEY,RED SPRING WHEAT,AC DOMAIN (BW 148),23,4741,1.225,7,81
2002,STANLEY,RED SPRING WHEAT,AC MAJESTIC (BW 173),12,1914,1.166,7,81
2002,STANLEY,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",11,1063,1.078,7,81
2002,STANLEY,RED SPRING WHEAT,SUPERB (BW252),6,660,1.616,7,81
2002,STANLEY,SOYBEANS,90B11 <PIONEER> (RT),6,1032,0.813,7,81
2002,STANLEY,TABLE POTATOES,NORLAND,7,1101,8.534,7,81
2002,STANLEY,WHITE PEA BEANS,ENVOY,20,2037,0.764,7,81
2002,STANLEY,WHITE PEA BEANS,NAVIGATOR,33,4241,0.882,7,81
2002,STANLEY,WHITE PEA BEANS,REGENT (GTS 539),10,837,0.9,7,81
2002,STANLEY,WINTER WHEAT,CDC FALCON,5,974,1.633,7,81
2002,STE. ANNE,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),6,554,0.557,7,82
2002,STE. ANNE,ARGENTINE CANOLA,34-55(DKL) (RT),5,567,0.71,7,82
2002,STE. ANNE,ARGENTINE CANOLA,45A77 (NS3233)(ST),12,1189,0.53,7,82
2002,STE. ANNE,ARGENTINE CANOLA,45H21 <PIONEER> (RT),9,950,0.557,7,82
2002,STE. ANNE,BARLEY,CDC STRATUS (TR 128),7,912,0.577,7,82
2002,STE. ANNE,BARLEY,ROBUST,7,659,0.615,7,82
2002,STE. ANNE,BARLEY,STANDARD,3,733,0.524,7,82
2002,STE. ANNE,BARLEY,STANDER,9,1474,1.077,7,82
2002,STE. ANNE,GRAIN CORN,39M27 <PIONEER> (BT),13,1469,3.168,7,82
2002,STE. ANNE,OATS,AC ASSINIBOIA (OT 275),16,2222,1.117,7,82
2002,STE. ANNE,RED SPRING WHEAT,AC BARRIE (BW 661),21,2820,0.831,7,82
2002,STE. ROSE,ALFALFA,COMMON (DELETED),12,823,1.374,7,83
2002,STE. ROSE,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),12,970,1.255,7,83
2002,STE. ROSE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),16,3310,1.077,7,83
2002,STE. ROSE,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),3,2309,0.944,7,83
2002,STE. ROSE,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),5,624,0.617,7,83
2002,STE. ROSE,ARGENTINE CANOLA,"NEX 705 <NEXERA> |S007, M94S007|",3,628,0.543,7,83
2002,STE. ROSE,ARGENTINE CANOLA,SW RAZOR (SWB2677)(RT),8,1958,0.633,7,83
2002,STE. ROSE,ARGENTINE CANOLA,34-55(DKL) (RT),17,3349,0.579,7,83
2002,STE. ROSE,ARGENTINE CANOLA,45A77 (NS3233)(ST),7,1386,0.582,7,83
2002,STE. ROSE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,4,771,0.604,7,83
2002,STE. ROSE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),4,1240,0.628,7,83
2002,STE. ROSE,BARLEY,ROBUST,17,3218,1.358,7,83
2002,STE. ROSE,FLAX,LINOTT,4,1583,0.448,7,83
2002,STE. ROSE,OATS,AC ASSINIBOIA (OT 275),6,1669,0.915,7,83
2002,STE. ROSE,OATS,TRIPLE CROWN (OT 541),15,1974,0.885,7,83
2002,STE. ROSE,RED SPRING WHEAT,AC BARRIE (BW 661),30,12615,1.013,7,83
2002,STE. ROSE,RED SPRING WHEAT,AC DOMAIN (BW 148),4,544,0.765,7,83
2002,STE. ROSE,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",4,883,1.057,7,83
2002,STUARTBURN,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),11,1397,1.107,7,84
2002,STUARTBURN,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),9,541,0.962,7,84
2002,STUARTBURN,GRASSES,COMMON (TIMOTHY)(DELETED),14,1388,1.263,7,84
2002,STUARTBURN,GRASSES,NO VAR (TIMOTHY),4,1220,1.008,7,84
2002,STUARTBURN,GREENFEED,MILLET,5,520,0.546,7,84
2002,STUARTBURN,OATS,RIEL,6,520,0.277,7,84
2002,SWAN VALLEY WEST,ALFALFA,COMMON (DELETED),11,1160,1.302,7,85
2002,SWAN VALLEY WEST,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),10,810,1.143,7,85
2002,SWAN VALLEY WEST,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),10,1109,1.262,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,CANTERRA 1867 (RT),7,863,0.588,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),12,2663,0.739,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,HYOLA 454RR (ZCT7076)(RT),4,641,0.657,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),8,1467,0.711,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),44,8726,0.729,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,SW RAZOR (SWB2677)(RT),4,524,0.739,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,SW RIDER (SWA2658)(RT),7,1244,0.599,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,"225 RR <MONSANTO> |HYLITE 225 RR, PR5364",4,682,0.737,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,23-38 <MONSANTO> |PR5338| (RT),3,512,0.475,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),42,12498,0.739,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),11,1405,0.663,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,34-55(DKL) (RT),18,4243,0.685,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",15,2432,0.515,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,45A55 (NS3154) (RT),54,9851,0.543,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,45A77 (NS3233)(ST),34,7491,0.756,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,45H21 <PIONEER> (RT),17,2920,0.749,7,85
2002,SWAN VALLEY WEST,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),18,6019,0.67,7,85
2002,SWAN VALLEY WEST,BARLEY,AC LACOMBE (BT 634),9,901,0.871,7,85
2002,SWAN VALLEY WEST,BARLEY,AC METCALFE (TR 232),4,601,1.142,7,85
2002,SWAN VALLEY WEST,BARLEY,CDC BOLD,14,1617,1.126,7,85
2002,SWAN VALLEY WEST,BARLEY,EXCEL (M52),10,1118,1.068,7,85
2002,SWAN VALLEY WEST,BARLEY,ROBUST,39,4744,1.035,7,85
2002,SWAN VALLEY WEST,EXTRA STRONG WHEAT,LASER (PT754),8,1764,0.595,7,85
2002,SWAN VALLEY WEST,FIELD PEAS,CDC MOZART (CDC 9705),4,918,0.346,7,85
2002,SWAN VALLEY WEST,FIELD PEAS,CROMA (CEBECO 1440),5,977,0.399,7,85
2002,SWAN VALLEY WEST,FLAX,CDC BETHUNE (FP1026),9,901,0.383,7,85
2002,SWAN VALLEY WEST,GREENFEED,OATS,17,2155,0.874,7,85
2002,SWAN VALLEY WEST,OATS,AC ASSINIBOIA (OT 275),9,817,0.795,7,85
2002,SWAN VALLEY WEST,OATS,CDC BOYER (OT342),11,934,0.406,7,85
2002,SWAN VALLEY WEST,OATS,DERBY,6,672,0.543,7,85
2002,SWAN VALLEY WEST,OATS,DUMONT,7,580,0.562,7,85
2002,SWAN VALLEY WEST,OATS,TRIPLE CROWN (OT 541),31,2175,0.666,7,85
2002,SWAN VALLEY WEST,PRAIRIE SPRING WHEAT,AC CRYSTAL (HY417),9,2581,1.035,7,85
2002,SWAN VALLEY WEST,PRAIRIE SPRING WHEAT,AC TABER (HY380),18,7448,1.086,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,AC BARRIE (BW 661),8,2199,0.615,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,AC DOMAIN (BW 148),143,50571,0.949,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,AC INTREPID (BW 693),30,7632,0.94,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,AC SPLENDOR (BW 191),22,5744,0.992,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",8,1998,0.784,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,CDC TEAL (BW 616),8,1101,0.9,7,85
2002,SWAN VALLEY WEST,RED SPRING WHEAT,SUPERB (BW252),8,1157,1.202,7,85
2002,SWAN VALLEY WEST,WINTER WHEAT,CDC HARRIER (S93-1),9,1314,1.024,7,85
2002,TACHE,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),6,620,0.376,7,86
2002,TACHE,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),5,973,0.573,7,86
2002,TACHE,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),5,535,0.711,7,86
2002,TACHE,ARGENTINE CANOLA,"NEX 705 <NEXERA> |S007, M94S007|",6,965,0.539,7,86
2002,TACHE,ARGENTINE CANOLA,"NEX 720 (M96A108,EXP203)",4,650,0.667,7,86
2002,TACHE,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),8,1726,0.563,7,86
2002,TACHE,ARGENTINE CANOLA,34-55(DKL) (RT),8,1328,0.496,7,86
2002,TACHE,ARGENTINE CANOLA,45A77 (NS3233)(ST),24,7101,0.695,7,86
2002,TACHE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,5,848,0.634,7,86
2002,TACHE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),8,2308,0.63,7,86
2002,TACHE,BARLEY,CDC MCGWIRE (HB335),3,714,0.684,7,86
2002,TACHE,BARLEY,CDC STRATUS (TR 128),7,1279,0.568,7,86
2002,TACHE,BARLEY,ROBUST,8,1532,0.801,7,86
2002,TACHE,BARLEY,STANDARD,4,590,0.978,7,86
2002,TACHE,BARLEY,STANDER,8,820,1.262,7,86
2002,TACHE,FLAX,AC EMERSON (FP 935),5,811,0.575,7,86
2002,TACHE,FLAX,CDC BETHUNE (FP1026),5,799,0.55,7,86
2002,TACHE,FLAX,TAURUS (FP1092),3,629,0.544,7,86
2002,TACHE,OATS,AC ASSINIBOIA (OT 275),47,11451,1.105,7,86
2002,TACHE,OATS,PINNACLE,9,979,1.273,7,86
2002,TACHE,OATS,RIEL,8,846,0.782,7,86
2002,TACHE,OATS,TRIPLE CROWN (OT 541),14,3261,1.449,7,86
2002,TACHE,RED SPRING WHEAT,AC BARRIE (BW 661),60,11689,0.86,7,86
2002,TACHE,RED SPRING WHEAT,AC MAJESTIC (BW 173),3,805,0.826,7,86
2002,TACHE,SOYBEANS,AC HARMONY,5,1375,1.253,7,86
2002,TACHE,SOYBEANS,GENTLEMAN <CEROM>,5,1348,1.077,7,86
2002,TACHE,SOYBEANS,90A07 <PIONEER>,3,742,1.116,7,86
2002,TACHE,WINTER WHEAT,CDC FALCON,3,705,1.279,7,86
2002,THOMPSON,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),3,1045,0.609,7,87
2002,THOMPSON,ARGENTINE CANOLA,INVIGOR 2733 (2633)(LT),7,984,0.766,7,87
2002,THOMPSON,ARGENTINE CANOLA,"NEX 720 (M96A108,EXP203)",10,1959,0.67,7,87
2002,THOMPSON,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),7,942,0.843,7,87
2002,THOMPSON,ARGENTINE CANOLA,34-55(DKL) (RT),8,907,0.729,7,87
2002,THOMPSON,ARGENTINE CANOLA,45A55 (NS3154) (RT),19,2291,0.543,7,87
2002,THOMPSON,ARGENTINE CANOLA,45A77 (NS3233)(ST),8,1321,0.628,7,87
2002,THOMPSON,ARGENTINE CANOLA,45H21 <PIONEER> (RT),4,569,0.831,7,87
2002,THOMPSON,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,6,610,0.488,7,87
2002,THOMPSON,BARLEY,AC METCALFE (TR 232),8,1072,1.003,7,87
2002,THOMPSON,BARLEY,CDC STRATUS (TR 128),5,1160,1.296,7,87
2002,THOMPSON,BARLEY,ROBUST,26,4350,1.238,7,87
2002,THOMPSON,BLACK BEANS,AC HARBLACK,17,1986,0.857,7,87
2002,THOMPSON,BUCKWHEAT,KOTO,6,567,0.446,7,87
2002,THOMPSON,CRANBERRY BEANS,MESSINA (ROG 912),4,558,0.767,7,87
2002,THOMPSON,FLAX,AC EMERSON (FP 935),7,990,0.602,7,87
2002,THOMPSON,FLAX,CDC BETHUNE (FP1026),8,778,0.558,7,87
2002,THOMPSON,GRAIN CORN,PIONEER 39T68,10,939,2.337,7,87
2002,THOMPSON,GRAIN CORN,PIONEER 39W54,11,804,2.088,7,87
2002,THOMPSON,GRAIN CORN,39M27 <PIONEER> (BT),14,2572,2.719,7,87
2002,THOMPSON,NON-OIL SUNFLOWERS,INTERSTATE IS 8048,3,705,0.615,7,87
2002,THOMPSON,NON-OIL SUNFLOWERS,MYCOGEN 9338,12,1170,0.585,7,87
2002,THOMPSON,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,13,2045,0.861,7,87
2002,THOMPSON,OATS,AC ASSINIBOIA (OT 275),21,4049,1.28,7,87
2002,THOMPSON,OATS,TRIPLE CROWN (OT 541),18,2105,0.996,7,87
2002,THOMPSON,OIL SUNFLOWERS,INTERSTATE 6111,5,715,0.754,7,87
2002,THOMPSON,PINTO BEANS,AC PINTOBA (HR 55),15,1949,0.804,7,87
2002,THOMPSON,RED SPRING WHEAT,AC BARRIE (BW 661),67,13735,1.033,7,87
2002,THOMPSON,RED SPRING WHEAT,AC CORA (BW 152),16,2600,1.162,7,87
2002,THOMPSON,RED SPRING WHEAT,AC DOMAIN (BW 148),10,2967,1.004,7,87
2002,THOMPSON,RED SPRING WHEAT,AC INTREPID (BW 693),4,795,1.163,7,87
2002,THOMPSON,RED SPRING WHEAT,AC MAJESTIC (BW 173),12,1545,0.97,7,87
2002,THOMPSON,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",5,575,1.178,7,87
2002,THOMPSON,WHITE PEA BEANS,ENVOY,26,2721,0.655,7,87
2002,THOMPSON,WHITE PEA BEANS,NAVIGATOR,10,851,0.863,7,87
2002,THOMPSON,WHITE PEA BEANS,REGENT (GTS 539),10,872,0.638,7,87
2002,THOMPSON,WINTER WHEAT,CDC FALCON,5,1121,1.637,7,87
2002,TWO BORDERS,ALFALFA,ALGONQUIN,40,5558,1.032,7,88
2002,TWO BORDERS,ALFALFA,COMMON (DELETED),25,1909,1.137,7,88
2002,TWO BORDERS,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),11,1758,0.46,7,88
2002,TWO BORDERS,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),49,4523,0.685,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),6,851,0.397,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),10,3110,0.399,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,INVIGOR 2663 (PHS98-639)(LT),16,3712,0.462,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,"NEX 720 (M96A108,EXP203)",7,1029,0.287,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,SW RAZOR (SWB2677)(RT),7,2001,0.422,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,2153 <INVIGOR> (LT),9,2034,0.429,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,"225 RR <MONSANTO> |HYLITE 225 RR, PR5364",5,579,0.435,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),13,2848,0.423,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,34-55(DKL) (RT),20,4548,0.503,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,45A55 (NS3154) (RT),26,5329,0.409,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,45A77 (NS3233)(ST),21,6918,0.495,7,88
2002,TWO BORDERS,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),33,9500,0.389,7,88
2002,TWO BORDERS,BARLEY,AC METCALFE (TR 232),35,10390,0.728,7,88
2002,TWO BORDERS,BARLEY,AC ROSSER (BT 377),5,1295,0.794,7,88
2002,TWO BORDERS,BARLEY,CDC DOLLY (TR 318),11,1666,1.212,7,88
2002,TWO BORDERS,BARLEY,CDC SISLER (BT 433),7,1425,0.801,7,88
2002,TWO BORDERS,BARLEY,CDC STRATUS (TR 128),14,2642,0.809,7,88
2002,TWO BORDERS,BARLEY,ELLICE,6,587,0.501,7,88
2002,TWO BORDERS,BARLEY,ROBUST,36,7796,0.88,7,88
2002,TWO BORDERS,BARLEY,"XENA (TR975,BZ-594-19)",12,2853,0.854,7,88
2002,TWO BORDERS,CANARYSEED,CDC MARIA (GLB - 2),6,963,0.191,7,88
2002,TWO BORDERS,DURUM WHEAT,AC AVONLEA (DT661),3,1155,0.468,7,88
2002,TWO BORDERS,DURUM WHEAT,KYLE,13,4218,0.627,7,88
2002,TWO BORDERS,FALL RYE,DAKOLD,4,800,0.944,7,88
2002,TWO BORDERS,FALL RYE,PRIMA,18,2609,0.606,7,88
2002,TWO BORDERS,FIELD PEAS,ALFETTA (PERF 1423),7,1573,0.583,7,88
2002,TWO BORDERS,FIELD PEAS,CDC MOZART (CDC 9705),4,1048,0.918,7,88
2002,TWO BORDERS,FIELD PEAS,COBRA (4-9287),5,746,0.761,7,88
2002,TWO BORDERS,FIELD PEAS,CROMA (CEBECO 1440),9,2796,0.574,7,88
2002,TWO BORDERS,FIELD PEAS,DELTA (CEBECO 1431),23,4732,0.707,7,88
